Query,Expected,Groq Expected,Groq Reason,Predicted,Predicted_Qwen
"Can I be deported for ""overstaying"" even if it's only for 2 days due to a medical emergency?",General-LLM,Reasoning-LLM,"The query involves a personal situation with a potential legal risk, specifically regarding deportation due to overstaying, which requires analysis and application of labor law principles.",,Reasoning-LLM
My employer is forcing me to clean the windows on the 30th floor without a grill. Is this a crime?,Reasoning-LLM,Reasoning-LLM,"This query involves a personal situation and a potential legal risk, as the employee is being asked to perform a task that poses a safety risk, and is questioning the legality of the employer's action.",,Reasoning-LLM
"What is the address of the ""Bethune House"" or ""Mission for Migrant Workers"" shelter?",General-LLM,General-LLM,"The query asks for general information about the address of a shelter, which is a straightforward inquiry related to OFW support services.",,Casual-LLM
"I am a victim of ""Cyber-bullying"" by my employer on TikTok. Can I sue them for defamation?",Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation and potential legal action, specifically a dispute with an employer, which requires reasoning and analysis of labor law and legal risks.",,Reasoning-LLM
How long is the jail sentence for an OFW caught using a forged or fake HKID?,General-LLM,Reasoning-LLM,"The query involves a scenario of an OFW facing a legal issue, specifically the use of a forged or fake HKID, and implies a need for understanding the potential consequences and legal implications.",,Reasoning-LLM
"My employer is withholding my food and water as a ""punishment."" Who should I call right now?",Reasoning-LLM,Reasoning-LLM,"This query involves a personal situation and a potential labor dispute, as the employer's actions may be a violation of the OFW's rights and needs immediate action.",,Reasoning-LLM
"Can the Consulate provide a ""Temporary Shelter"" if I have an ongoing case against my employer?",General-LLM,Reasoning-LLM,"The query involves a personal situation with an ongoing case against an employer, indicating a need for guidance on a specific legal scenario.",,General-LLM
I was touched inappropriately by a delivery man inside the house. Is my employer responsible for my safety?,Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation and a potential legal dispute, asking about the employer's responsibility for the OFW's safety in a specific scenario.",,Reasoning-LLM
"What is ""Criminal Intimidation"" and how is it different from a simple argument?",General-LLM,General-LLM,"The query asks for a definition and explanation of a legal term, which is a general legal information inquiry without a personal situation or scenario.",,General-LLM
"My agency is charging me $15,000 for ""loan processing."" Is this considered debt bondage?",Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation and asks about the legality of a specific action, which requires analysis of a potential labor law issue.",,Reasoning-LLM
"Can I lose my job if I am a ""Non-Refoulement Claimant"" (recognizance paper) and I am caught working?",General-LLM,Reasoning-LLM,"The query involves a specific scenario and asks about potential consequences of being caught working as a Non-Refoulement Claimant, which requires analysis of labor law and personal situation.",,Reasoning-LLM
"I am being accused of ""Conspiracy to Defraud"" by Immigration. Do I need a private lawyer?",Reasoning-LLM,Reasoning-LLM,"This query involves a personal situation with a legal risk and dispute, requiring guidance on the appropriate action to take.",,Reasoning-LLM
What happens if I am a witness to a crime committed by my employer? Am I protected?,General-LLM,Reasoning-LLM,"The query involves a scenario where the individual is a witness to a crime committed by their employer, which poses a legal risk and requires guidance on potential actions to take and protection under the law.",,Reasoning-LLM
My employer's husband enters my room while I am changing. Is this a ground for immediate termination?,Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation and a potential legal dispute, as it describes a scenario where the OFW's privacy is being violated and seeks advice on taking action against the employer.",,Reasoning-LLM
"Can I be arrested for ""Theft"" if I ate my employer's food without asking?",Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation and a potential legal dispute, as it describes a scenario where the querent's actions may have legal consequences, specifically regarding theft.",,Reasoning-LLM
"What is the ""Labor Tribunal"" and how do I start a claim for unpaid wages?",General-LLM,Reasoning-LLM,"The query involves a potential legal dispute over unpaid wages, which requires guidance on taking action to resolve the issue.",,General-LLM
"My boss is making me work in their office as a receptionist. Is this a ""Breach of Condition of Stay""?",Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation and asks about a potential legal issue related to the employee's work conditions, which requires analysis and application of labor laws.",,Reasoning-LLM
"What is the ""Statutory Minimum Wage"" (SMW) and why does it not apply to stay-in helpers?",General-LLM,General-LLM,"The query asks for a general explanation and definition of a legal term, the Statutory Minimum Wage, without involving a personal situation or scenario.",,General-LLM
I am being harassed by debt collectors for a loan I didn't even take. What should I do?,Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation with a potential legal dispute and asks for advice on what action to take, which requires critical reasoning and analysis.",,Reasoning-LLM
"Can I get a ""Legal Aid"" lawyer if I have no money to pay for a court case?",General-LLM,General-LLM,The query is asking for general legal information about accessing legal aid for those who cannot afford to pay for a court case.,,General-LLM
My employer is recording my private phone calls with my family. Is this legal?,Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation and a potential dispute with the employer, which requires legal analysis and risk assessment.",,Reasoning-LLM
"What is the jail term for ""Making False Representation"" to an Immigration Officer?",General-LLM,General-LLM,"The query is asking for general legal information regarding the penalty for a specific offense, without referencing a personal situation or scenario.",,Reasoning-LLM
"I was forced to sign a ""Resignation Letter"" under duress. Can I still claim my benefits?",Reasoning-LLM,Reasoning-LLM,The query involves a personal situation and a potential legal dispute regarding employment contracts and benefits.,,Reasoning-LLM
"How do I apply for an ""Extension of Stay"" as a visitor while waiting for my court case to finish?",General-LLM,Reasoning-LLM,The query involves a scenario where the individual is waiting for a court case to finish and needs guidance on what action to take regarding their visa status.,,Reasoning-LLM
My employer hit me with a broom and I have a bruise. Should I go to the hospital or police first?,Reasoning-LLM,Reasoning-LLM,"This query involves a personal scenario of physical abuse at work, posing a legal risk and requiring guidance on the course of action to take.",,Reasoning-LLM
"What are the signs of ""Human Trafficking"" that I should look out for in a job offer?",General-LLM,General-LLM,"The query asks for general legal information related to a specific topic in OFW/labor law, without referencing a personal situation.",,Reasoning-LLM
Can my employer terminate me if I am diagnosed with a chronic illness like HIV or TB?,Reasoning-LLM,General-LLM,This query asks for general legal information about employment rights of individuals with chronic illnesses and does not require a specific scenario or situation to be considered.,,General-LLM
"What is the hotline for the ""Equal Opportunities Commission"" (EOC) for discrimination cases?",General-LLM,General-LLM,This query asks for general legal information about a hotline related to a specific commission that deals with discrimination cases.,,General-LLM
"I heard about the ""Bernadette"" case in Jan 2026. What should I do if my employer pulls my hair like in the video?",Reasoning-LLM,General-LLM,"The query involves a specific scenario and situation where a legal risk is present, and asks for an action to take.",,Reasoning-LLM
"Magkano ang ""Special Subsidy"" for OFWs affected by the Wang Fuk Court fire in Tai Po?",General-LLM,General-LLM,It is general legal information asking for a specific benefit related to OFWs.,,General-LLM
"My employer's ward has a ""mental health condition"" and hit me. Am I still allowed to file a case?",Reasoning-LLM,Reasoning-LLM,"The query involves a specific situation where the individual was physically assaulted and is asking about their legal rights and potential actions to take, indicating a legal risk and dispute scenario.",,Reasoning-LLM
"What is ""Operation Swordfish"" and why is the HK Immigration raiding industrial buildings?",General-LLM,General-LLM,"This query is a simple question about a legal scenario, seeking general information without reference to the OFW's personal situation.",,Reasoning-LLM
"I am a ""Non-refoulement claimant"" (recognizance). Can I legally work as a helper in 2026?",General-LLM,General-LLM,"The query asks for general legal information regarding a person's status and rights to work, without specifying a personal situation or context.",,Reasoning-LLM
My employer told me to help their friend's business during the Lunar New Year surge. Is this a trap?,Reasoning-LLM,Reasoning-LLM,"This query involves a scenario and legal risk, asking for advice on how to handle a situation related to employment.",,Reasoning-LLM
"If I am a victim of a viral abuse incident, will the DMW (Department of Migrant Workers) provide a lawyer?",General-LLM,Reasoning-LLM,"The query involves a specific situation and asks for legal advice on accessing a lawyer, which indicates it needs more detailed and situational analysis.",,General-LLM
What is the new penalty for employers who hire illegal workers as of February 2026?,General-LLM,General-LLM,The query asks for general legal information regarding a specific policy update.,,General-LLM
"I lost all my belongings in the Wang Fuk Court fire. How do I apply for the $20,000 grant?",Reasoning-LLM,General-LLM,"This involves general legal information, specifically the application process for a government grant, with no personal situation or legal risk.",,General-LLM
"Can the police arrest me if they see me selling ""Lumpia"" or ""Longganisa"" in Central on a Sunday?",Reasoning-LLM,Reasoning-LLM,The query involves a specific scenario of a person engaging in a business activity and asking about potential consequences from the law enforcement.,,Reasoning-LLM
"What is ""Section 38AA"" of the Immigration Ordinance and why are people getting 22 months in jail?",General-LLM,General-LLM,The query asks for a specific definition and provides context without referencing a personal situation or legal risk.,,Reasoning-LLM
My employer's ward is aggressive. Can I demand to be transferred to a shelter for my safety?,Reasoning-LLM,General-LLM,The query asks for a simple answer on workplace safety without involvement of a personal scenario or specific labor-related situation.,,Reasoning-LLM
"Does the ""468 Rule"" (Continuous Contract) apply to me if I've only worked for 3 weeks?",General-LLM,General-LLM,"The query asks for general legal information about a specific rule, without referencing a personal situation.",,General-LLM
"I am being ""red-tagged"" or harassed by my agency for joining a protest in Wan Chai. Is this legal?",Reasoning-LLM,General-LLM,"The query involves a specific situation and asks for advice on how to handle a potential legal issue, involving harassment and legal risk.",,Reasoning-LLM
"What is the current ""Food Allowance"" for contracts signed after September 30, 2025?",General-LLM,General-LLM,"The query seeks general legal information regarding the current food allowance for contracts signed after a specific date, without referencing a personal situation or scenario.",,General-LLM
"My boss is a ""Company Director."" Can he be personally liable if he doesn't pay my salary?",General-LLM,General-LLM,The query involves a scenario (a situation where a director might not pay an employee's salary) which suggests legal risk.,,Reasoning-LLM
"Is Easter Monday (April 6, 2026) a paid holiday even if it's my first year in HK?",General-LLM,General-LLM,This query involves general legal information and a simple question about labor law without a personal situation.,,General-LLM
I saw an FDH cleaning a window on the 15th floor with no grills. How do I report this safely?,Reasoning-LLM,General-LLM,"The query involves a situation that requires a specific action to take and potentially involves legal risk, prompting a need for reasoning and decision-making guidance.",,Reasoning-LLM
"What happens if my ""Statutory Holiday"" falls on the same day as ""Easter Monday""?",General-LLM,General-LLM,The query seeks general legal information regarding statutory holiday rules in conjunction with Easter Monday.,,Reasoning-LLM
My employer wants me to work on April 7 because they gave me April 5 and 6 off. Is that fair?,Reasoning-LLM,General-LLM,The query asks for general legal information regarding a simple work-related situation and does not involve a specific personal scenario.,,Reasoning-LLM
How do I check if my agency has a valid license from the HK Labour Department?,General-LLM,General-LLM,"The query involves a specific situation (checking agency license) asking for a particular action to take, which implies a need for legal guidance.",,Reasoning-LLM
"I was arrested during a ""March 2025 raid"" but my case is only now in 2026. Why is it so slow?",Reasoning-LLM,General-LLM,The query asks for general legal information and seeks an explanation about the pace of the judicial system in relation to labor raids.,,Reasoning-LLM
"What is the ""Assistance-to-Nationals"" (ATN) team's role in physical abuse cases?",General-LLM,General-LLM,"The query asks for definitions regarding the role of the ""Assistance-to-Nationals"" (ATN) team in physical abuse cases, a topic related to OFW labor law without referencing a personal situation.",,Reasoning-LLM
Can my employer fire me if I refuse to work in their warehouse/industrial office?,Reasoning-LLM,General-LLM,This is reasoning-llm because it's asking for the best course of action in a situation where a personal decision may involve legal risk.,,Reasoning-LLM
"What is the ""Smart Renewal"" service for OFW visas in 2026?",General-LLM,General-LLM,This query is a general information request about a specific service related to OFW visas.,,General-LLM
"I have a ""General Demand Note"" (GDN) for my visa. Can I pay it at a 7-Eleven?",General-LLM,General-LLM,The query is about general legal information and seeks a simple clarification on a legal document.,,General-LLM
"My employer refuses to pay the ""Verification Fee"" of HKD 222. Is this my responsibility?",Reasoning-LLM,General-LLM,"The query is classified as General-LLM because it is asking for general information about a specific scenario without mentioning a personal situation, and is asking for an explanation of the responsibility involved.",,Reasoning-LLM
"Can I be deported if I am a victim of ""Human Trafficking"" (TIP)?",General-LLM,Reasoning-LLM,"The query involves a specific situation (victim of human trafficking) and asks for legal action implications, indicating that it requires reasoning and analysis on labor law.",,Reasoning-LLM
"What are the ""TIP indicators"" that HK Immigration uses to identify victims?",General-LLM,General-LLM,"The query involves a specific scenario (HK Immigration) and a situation (identifying victims), indicating a need for reasoning related to a complex situation rather than general information.",,General-LLM
"I was offered a ""Waitress"" job in a logistics building. Is this a ""Swordfish"" target?",Reasoning-LLM,General-LLM,"It contains an unclear reference to the term ""Swordfish"" with no context related to OFW or labor law.",,Reasoning-LLM
"My employer told me to ""ignore the viral videos"" and keep working 16 hours. How do I resist?",Reasoning-LLM,Reasoning-LLM,"The query involves a specific situation and asks for guidance on how to act, involving potential legal implications of an employer's request. ",,General-LLM
Can the Consulate help me if I am stranded in HK because of Middle East flight cancellations?,General-LLM,General-LLM,"The query seeks general information about the role of Consulate in handling OFW's situation in case of flight cancellations, which is a straightforward and general legal inquiry.",,ERROR: Empty route returned
"Is it true that the high court now requires ""immediate custodial sentences"" for bad employers?",General-LLM,General-LLM,"The query asks for general legal information about a specific policy of the high court regarding ""bad employers.""",,Reasoning-LLM
"My roommate is using a ""Forged Identity Card."" If the police raid our room, will I be arrested too?",Reasoning-LLM,General-LLM,Has a scenario or situation involving potential legal risk and dispute resolution.,,Reasoning-LLM
"What is the ""One Country Team"" approach for OFW repatriation in 2026?",General-LLM,General-LLM,"The query is classified under General-LLM because it is asking for general legal information on the ""One Country Team"" approach for OFW repatriation without referencing a personal situation.",,General-LLM
"I want to claim ""Long Service Payment"" but my employer says they are bankrupt due to the 2026 economy.",Reasoning-LLM,General-LLM,This query involves a scenario with a potential legal issue as it requires assessing the impact of bankruptcy on claiming benefits.,,Reasoning-LLM
"How many days of ""Prior Notice"" must an employer give for an ""Alternative Holiday""?",General-LLM,General-LLM,"The query is about general labor law information, specifically asking about notice period requirements for an alternative holiday.",,General-LLM
"Can I use ""AlipayHK"" to pay for my E-visa fee?",General-LLM,General-LLM,The query is asking for general legal information regarding E-visa payment options.,,General-LLM
My employer's ward has mental health issues and is hurting me. Should I file a police report?,Reasoning-LLM,Reasoning-LLM,"The query involves a personal situation with a potential legal risk and dispute, requiring guidance on what action to take.",,Reasoning-LLM
"What is the ""1348 Hotline"" and can I call it using WhatsApp from Hong Kong?",General-LLM,General-LLM,"The query asks for a definition of the '1348 Hotline' and its accessibility through WhatsApp, which aligns with obtaining general legal information and definitions, fitting the criteria for General-LLM.",,General-LLM
"I am a ""Balik-Manggagawa."" Do I still pay the HKD 80 verification fee?",General-LLM,General-LLM,The query asks a simple question and seeks general legal information regarding a specific classification of OFW.,,General-LLM
"My employer is monitoring my ""Social Media"" (TikTok/FB). Is this a breach of the contract?",Reasoning-LLM,Reasoning-LLM,"The query involves a specific situation and asks for an analysis of potential legal risks, relating to a contract and monitoring practices.",,Reasoning-LLM
"What happens if I miss the ""60-day"" deadline for an alternative holiday?",General-LLM,General-LLM,"This is a simple Q&A about a specific deadline in labor law, without involving a personal situation.",,Reasoning-LLM
"Can I get a ""Replacement Holiday"" if a typhoon signal 8 falls on my rest day?",Reasoning-LLM,General-LLM,This query provides general information on a legal topic and does not involve a specific situation or personal case.,,Reasoning-LLM
"My employer wants to ""buy out"" my 15th statutory holiday. What is the fine for them?",General-LLM,General-LLM,"This query is classified as General-LLM because it is asking for general information about statutory holidays in the context of labor law, with no personal situation or scenario.",,ERROR: Empty route returned
"What is the ""E-Link"" portal and how does it help with my SSS/Pag-IBIG?",General-LLM,General-LLM,"The query asks for general information about the E-Link portal and its benefits in relation to the SSS/Pag-IBIG, fitting the criteria for General-LLM.",,General-LLM
"I suspect my employer is a ""Shadow Employer"" (using another person's name). How do I check?",Reasoning-LLM,General-LLM,"The query asks for general information on how to check for a ""Shadow Employer"" without providing a specific situation or scenario.",,Reasoning-LLM
"What is the address of the ""Sha Tin Magistrates' Court"" where illegal workers are sentenced?",General-LLM,General-LLM,The query is classified as General-LLM because it asks for information about a specific courthouse without referencing any personal or specific situation involving OFW labor law.,,General-LLM
"Can the DMW provide ""Medical Observation"" and a shelter if I am too scared to go back to my boss?",General-LLM,General-LLM,The query is related to a situation involving a worker and a boss but does not specifically address labor law or rights of OFWs.,,General-LLM
"Does the ""MPF Offsetting Abolition"" mean my boss can no longer take from my MPF to pay my Long Service?",General-LLM,General-LLM,The query asks a general question about the impact of legislation on employer actions concerning employee contributions.,,General-LLM
"If I've worked for 10 years, how is my Long Service Payment calculated after the May 2025 law change?",Reasoning-LLM,General-LLM,"The query asks for general information about Long Service Payment under a specific law change, which does not involve a personal situation or scenario with a specific set of facts.",,General-LLM
"Is it true that the portion of my Long Service earned before May 2025 can still be ""offset"" by MPF?",General-LLM,General-LLM,"The query asks for information on a specific labor law concept (offset of Long Service by MPF), but it does not involve a personal situation or scenario.",,Reasoning-LLM
My employer says they won't pay Long Service because of the new law. Is this a misunderstanding?,Reasoning-LLM,General-LLM,This is a simple Q&A with a clear legal topic and lacks personal situation or context involving disputes.,,General-LLM
What happens to my MPF contributions if I decide to leave Hong Kong for good this 2026?,General-LLM,General-LLM,This query asks for general legal information regarding a specific situation without mentioning any personal case or dispute.,,General-LLM
"If a conflict breaks out in the West Philippine Sea, what is the Philippine Consulate's protocol for OFWs?",Reasoning-LLM,General-LLM,This query involves obtaining general legal information regarding the Philippine Consulate's protocol for OFWs in a hypothetical scenario.,,General-LLM
"Are there ""Repatriation Flights"" planned by the DMW if regional tensions escalate into a war?",General-LLM,General-LLM,"The query asks for general information on a specific government service, which can be classified as 'General-LLM'.",,Reasoning-LLM
"My employer is asking me to sign a new ""window cleaning"" annex. Is this because of a new safety law?",Reasoning-LLM,Reasoning-LLM,"This query involves a specific situation and asks for action, indicating it requires analysis of labor laws rather than general legal information.",,Reasoning-LLM
Can I refuse to clean windows if they don't have the locked grilles required by the 2017/2025 updates?,General-LLM,Reasoning-LLM,"This query involves a specific situation and asks for advice on how to act, indicating legal risk and a possible dispute related to labor law.",,Reasoning-LLM
What is the 2026 penalty for an employer who forces a helper to work in their shop or office?,General-LLM,General-LLM,The query is classified as General-LLM because it asks for general legal information on a specific labor law penalty.,,General-LLM
"Will my HKID still be valid if Hong Kong enters a ""State of Emergency""?",Reasoning-LLM,General-LLM,This query falls under General-LLM as it is asking for general information about the validity of Hong Kong Identification Card in a hypothetical situation.,,General-LLM
"Is Easter Monday (April 6, 2026) a holiday for everyone, or only those who have worked for 3 months?",General-LLM,General-LLM,The query is about general legal information and specific holidays without reference to personal or workplace situation.,,General-LLM
"If my rest day is Sunday and Ching Ming is Sunday, when exactly are my 3 days of holiday in April 2026?",Reasoning-LLM,General-LLM,"The query relates to labor law, specifically on leave and holidays, making it a general legal information inquiry.",,General-LLM
"My employer wants to pay me $5,000 because ""the economy is bad."" Is this below the 2026 MAW?",General-LLM,General-LLM,The query involves seeking information about minimum wage (MAW) while providing a specific situation without asking for a plan of action.,,Reasoning-LLM
"What are the ""Extreme Weather"" guidelines for 2026 if a T10 typhoon hits during my work hours?",General-LLM,Reasoning-LLM,"The query involves a specific scenario of a T10 typhoon hitting during work hours, which requires analysis of labor law guidelines for extreme weather situations.",,General-LLM
Can my employer be jailed for 10 years now if they hire an illegal part-time cleaner?,General-LLM,Reasoning-LLM,"The query involves a specific situation (hiring an illegal part-time cleaner) where legal risk is present, requiring a reasoned approach to determine possible consequences.",,Reasoning-LLM
"I heard the ""Swordfish"" operation is targeting boarding houses. Is my weekend boarding house safe?",Reasoning-LLM,General-LLM,"The question is about a government operation targeting boarding houses, and does not involve any legal issues related to OFWs.",,General-LLM
"What is the ""Digital OFW Pass"" and is it mandatory for all returning workers now?",General-LLM,General-LLM,"The query asks for general legal information (definition of a specific policy, Digital OFW Pass, and its mandates) that is relevant to OFWs and does not involve a personal situation.",,General-LLM
"My employer wants to install a tracker on my phone for ""safety during war."" Is this allowed?",Reasoning-LLM,General-LLM,"The query involves asking about the permissibility of a specific workplace action, but no personal situation or scenario is described, and the context does not explicitly require critical analysis of a situation or legal implications.",,Reasoning-LLM
"Is it true that the ""Statutory Minimum Wage"" for local workers increased to $42.10? Does it affect me?",General-LLM,General-LLM,"The query asks for general legal information about the Statutory Minimum Wage, but it also involves the user's concern about their potential involvement, which remains outside the scope of personal situations.",,General-LLM
"Why is the ""First Weekday after Christmas"" a holiday in 2026 but wasn't before 2024?",General-LLM,General-LLM,The query is about general information explaining a specific legal/holiday context without referencing a personal situation.,,Reasoning-LLM
"Can the Philippine government ""freeze"" my SSS or Pag-IBIG funds during a national emergency?",Reasoning-LLM,General-LLM,"The query is asking for a general explanation of a rule related to OFW labor law, specifically the government's power to affect SSS or Pag-IBIG funds.",,General-LLM
"What is the ""Assistance to Nationals"" (ATN) 24/7 hotline for 2026?",General-LLM,General-LLM,The query is asking for general legal information and specific details about a service.,,General-LLM
"I am being ""red-tagged"" online by my agency for my political posts. What is my protection?",Reasoning-LLM,General-LLM,"The query involves a general legal concept (""red-tagging"") but does not specify a personal situation or require scenario-specific action.",,Reasoning-LLM
"Can I get a ""Special Entry Permit"" for my sister to visit me if she is also an OFW elsewhere?",General-LLM,General-LLM,"The query asks a general question related to OFW and involves obtaining a special permit, which falls under general legal information.",,General-LLM
"My employer refuses to give me the $5,100 salary even though my contract started in Jan 2026.",Reasoning-LLM,Reasoning-LLM,"The query involves a specific situation of employer-employee dispute over payment, requiring a consideration of potential actions or steps to take.",,Reasoning-LLM
"What is the ""1% Remittance Fee"" rumor in 2026? Is there a new tax on money sent home?",General-LLM,General-LLM,"The query asks for an explanation of a specific term related to remittances, without referencing a personal situation or scenario.",,General-LLM
"I lost my passport and the Consulate is fully booked. Can I get a ""Travel Document"" to go home?",Reasoning-LLM,General-LLM,"The query is asking for general legal information about obtaining a ""Travel Document"" as an alternative to a passport, which is a common issue for OFWs.",,General-LLM
"Is it illegal for an agency to charge a ""Documentation Fee"" of more than 10% of my first month's salary?",General-LLM,General-LLM,This query is classified under General-LLM as it asks for a straightforward legal information about a specific practice in the OFW labor law context without involving a personal situation.,,Reasoning-LLM
"My boss is moving to a ""Hidden Bunker"" or safe house and wants me to go. Is this a contract violation?",Reasoning-LLM,General-LLM,This query involves a specific situation and asks for a determination on whether a particular action (request to relocate) is a contract violation.,,Reasoning-LLM
"What is the ""Code of Practice"" for employers regarding helper safety during Black Rainstorms?",General-LLM,General-LLM,"The query is a simple question asking for general information regarding a specific Code of Practice related to helper safety, without referencing a personal situation.",,General-LLM
"Can I claim ""Unemployment Benefit"" in HK if I am terminated due to the employer's bankruptcy?",General-LLM,General-LLM,"The query is situation-specific, involves employment, and mentions possible legal issues.",,General-LLM
"How do I verify my ""OEC Exemption"" if the DMW app is down during a crisis?",Reasoning-LLM,General-LLM,"It asks for general information on a process and provides a specific context, but does not involve a personal situation or legal risk.",,General-LLM
"Is ""Cyber-harassment"" by a landlord grounds for breaking a boarding house agreement?",Reasoning-LLM,Reasoning-LLM,"The query involves a situation (cyber-harassment by a landlord) and asks for advice on what action to take (breaking a boarding house agreement), indicating the need for a nuanced legal reasoning.",,Reasoning-LLM
"What is the ""Migrant Workers Office"" (MWO) and how is it different from the old POLO?",General-LLM,General-LLM,The query asks for general legal information regarding a specific office and does not involve a personal situation or scenario.,,General-LLM
"Can my employer deduct the cost of my ""Mandatory Medical Check-up"" from my $5,100 salary?",General-LLM,General-LLM,"The query can be classified as General-LLM because it is a simple Q&A regarding labor law, specifically asking about employer's deductions.",,Reasoning-LLM
"I suspect my employer is a ""Shadow Employer"" (not the one on the contract). Who do I tell?",Reasoning-LLM,Reasoning-LLM,"This query involves a specific situation (suspecting a shadow employer) and requires action to take (telling whom), which suggests a potential dispute or legal risk.",,Reasoning-LLM
"What is the ""14-day rule"" and has it been extended for 2026?",General-LLM,General-LLM,"The query falls under General-LLM because it asks for a general explanation of the ""14-day rule"" in labor law without providing a specific scenario or situation.",,General-LLM
"Can I file a ""Sexual Harassment"" claim at the EOC (Equal Opportunities Commission)?",General-LLM,General-LLM,This query asks for general legal information regarding filing a specific claim at a legal entity.,,Reasoning-LLM
"My employer says I have to ""pay back"" my airfare if I resign before 1 year. Is this legal?",Reasoning-LLM,General-LLM,"The query seeks general legal information regarding whether an employer's requirement is legal, without specifying a personal situation.",,Reasoning-LLM
"How do I update my ""Emergency Contact"" on the HK Immigration website?",General-LLM,General-LLM,The query requires general legal information on a straightforward task related to OFW or labor law.,,General-LLM
"Is it true that the ""Death Benefit"" for OFWs was increased to 200,000 Pesos in 2026?",General-LLM,General-LLM,"The query requests general legal information about a specific benefit, which does not involve personal situation or legal risks.",,General-LLM
"Can I be arrested for ""Misprision of Felony"" if I don't report my employer's illegal business?",Reasoning-LLM,General-LLM,"The query mentions a specific scenario, illegal business activity and asks about a potential legal consequence of not reporting it.",,Reasoning-LLM
"What are the ""Apostille"" requirements for Philippine documents in HK for 2026?",General-LLM,General-LLM,"The query asks for a general legal information about the Apostille requirements in HK for a specific year, which does not involve a personal situation.",,General-LLM
"My agency is forcing me to take a loan from a specific finance company. Is this ""Debt Bondage""?",Reasoning-LLM,Reasoning-LLM,"This query involves a specific scenario and asks about potential legal risk, implying a need for a deeper analysis of labor law and possible dispute resolution.",,Reasoning-LLM
"Can I use my ""Octopus Card"" to pay for government fees at the Immigration Department?",General-LLM,General-LLM,The query asks for general legal information about using a specific card for government fees and does not involve a specific scenario or personal situation.,,General-LLM
"What should I do if my ""E-visa"" QR code won't scan at the airport?",Reasoning-LLM,General-LLM,"The query asks for advice on a specific situation but does not relate to labor law or OFW, yet it involves general legal information that the system can provide.",,General-LLM
"What is the address of the ""Labour Tribunal"" for cases in the New Territories?",General-LLM,General-LLM,"The query asks for a general piece of legal information, an address of a specific tribunal in a particular location.",,General-LLM
"Can my employer terminate me for ""Poor Performance"" without a warning letter?",Reasoning-LLM,General-LLM,The query is seeking general legal information and involves a simple Q&A about labor law rights without any specific situation or personal context.,,Reasoning-LLM
"Is there a ""Maximum Work Hour"" limit for helpers in the 2026 Employment Ordinance?",General-LLM,General-LLM,The query asks for general legal information about work hour limits in the 2026 Employment Ordinance.,,General-LLM
"How many days of ""Paid Annual Leave"" do I get after 5 years of service?",General-LLM,General-LLM,"The query asks for general information about paid annual leave entitlement after a certain period of service, which is a straightforward legal inquiry without a personal situation or scenario.",,General-LLM
"Can I get a ""Termination Pay"" if my employer moves to another country?",Reasoning-LLM,General-LLM,"This query deals with a situation that doesn't involve labor laws for OFWs, but rather a situation with general employment laws and international company relocation.",,Reasoning-LLM
"What is the ""Small Claims Tribunal"" limit for 2026?",General-LLM,General-LLM,"The query seeks a definition and specific amount related to a legal term, which falls within general legal information.",,General-LLM
My boss is filming the living room where I sleep. Is this a privacy breach?,Reasoning-LLM,General-LLM,"This query is about general legal information involving a specific situation, but does not involve any personal circumstances or legal risk.",,Reasoning-LLM
"Can I bring ""Pork Products"" from PH to HK during the current health alerts?",General-LLM,General-LLM,The query is a simple Q&A that seeks general legal information regarding the importation of pork products during a health alert.,,General-LLM
"What is the ""OWWA Education Grant"" (EDSP) for children of OFWs?",General-LLM,General-LLM,"The query is seeking general information about the OWWA Education Grant, which falls under a straightforward definition and explanation of a rights overview specific to OFW benefits.",,General-LLM
"My employer wants me to work on ""Good Friday."" Is it a statutory holiday yet?",General-LLM,General-LLM,"The query asks for general legal information regarding whether Good Friday is a statutory holiday, without mentioning a personal situation.",,General-LLM
"Can I file for ""Legal Aid"" for a labor case against a wealthy employer?",Reasoning-LLM,Reasoning-LLM,This query involves a scenario with a specific situation and asks for a course of action (filing for 'Legal Aid') potentially entangled with labor law risks.,,General-LLM
"How do I report a ""Scam Remittance App"" that stole my money?",Reasoning-LLM,General-LLM,"This is because it includes a scenario or situation involving stolen money, which typically involves legal disputes and potential contract violations.",,Reasoning-LLM
"What is the ""Employees' Compensation"" for a permanent disability?",General-LLM,General-LLM,"This query asks for general information about ""Employees' Compensation"" for a specific scenario, with no mention of a personal situation or legal risk.",,General-LLM
"Can my employer ""Transfer"" me to their cousin's house for one week?",Reasoning-LLM,General-LLM,The query asks for general legal information about an employment transfer but lacks a specific situation.,,Reasoning-LLM
"What is the ""Home Leave"" requirement after two contracts?",General-LLM,General-LLM,The query is seeking general legal information without referring to a specific situation or involving legal risk.,,General-LLM
"Can I get my ""Passport back"" if I want to go to the bank?",Reasoning-LLM,General-LLM,The query is unrelated to OFW or labor law but rather pertains to everyday situation of dealing with passports and banking needs.,,General-LLM
